id,text_cleaned,text
1370042355953246212,thank much seokjin masterpiece jin seokjin bts twt,"RT @rrnntaev: @vkookyra thank you so much seokjin for this masterpiece 💙

#100DaysWithAbyss #JIN #진 #SEOKJIN #김석진 #BTS #방탄소년단진 @BTS_twt"
1370042448152387585,thank much seokjin masterpiece jin seokjin bts twt,"@kooovante thank you so much seokjin for this masterpiece 🤍

#100DaysWithAbyss #JIN #진 #SEOKJIN #김석진 #BTS #방탄소년단진 @BTS_twt"
1372628977211252736,amyw new issue justice league tries cram two stories pages neither one feels fully served,"RT @Amazing_Amy_W: The new issue of Justice League tries to cram two stories into its pages, but neither one feels fully served because of…"
1370042388182310912,thank much seokjin masterpiece jin seokjin bts twt,"@jygurlxxi thank you so much seokjin for this masterpiece🤍

#100DaysWithAbyss #JIN #진 #SEOKJIN #김석진 #BTS #방탄소년단진 @BTS_twt"
1372625366582501376,time zack synders justice league justiceleague zacksnydersjusticeleague,TIME FOR ZACK SYNDERS JUSTICE LEAGUE #JusticeLeague #ZackSnydersJusticeLeague https://t.co/s6CJHypNQG
1362224969116127232,friends please not believe rumors pathan releasing relax assured gon na come,RT @satysaysthat: Friends please don't believe in the rumors of #Pathan releasing in 2022. Relax and be assured that it's gonna come this y…
1362137629710454785,modded minecraft stream mods ft suppothe stream,"MODDED MINECRAFT STREAM! 1000+ mods ft. @CWright_170 @Daily1Dawson 

support the stream! https://t.co/iyriUSnElK… https://t.co/yvx3fiNQSZ"
1372964156765245451,justin bieber lonely feat benny blanco,Justin Bieber - Lonely (Feat. Benny Blanco)
1370042389855830018,thank much seokjin masterpiece jin seokjin bts twt,"@lovvemaze thank you so much seokjin for this
masterpiece 💙

#100DaysWithAbyss #JIN #진 #SEOKJIN #김석진 #BTS #방탄소년단진 @BTS_twt"
1362209102122807297,iuaena lets go lets stream celebrity music platform vote iu voting site,I-Uaena lets go lets stream  Celebrity in all music platform and vote IU in all of voting site that she's nominated… https://t.co/db4X6y66T1
1362150035505508358,give us call pool table related services may need office cell watsapp,"RT @wetsim1: Give us a call for any #Pool table related SERVICES that you may need.

Office: 0115365255
Cell: 0677960363
Watsapp: 082532539…"
1372748863220551687,roohi steady first wednesday heading towards good considering mon,"RT @CinemaWithPRD: #Roohi STEADY on first Wednesday! Heading towards 17cr+ Week1 which is GOOD considering #COVID19. 

Wknd1: 12.58cr
Mon 1…"
1370042415319445510,thank much seokjin masterpiece jin seokjin bts twt,"RT @csbveegrl: @stigmaaa30 thank you so much seokjin for this masterpiece 💙

#100DaysWithAbyss #JIN #진 #SEOKJIN #김석진 #BTS #방탄소년단진 @BTS_twt"
1362121311397511178,two online theatre shows received rave reviews available watch read reviews,"These two online theatre shows have received rave reviews and are available to watch now 🙌✨
Read the reviews here 👉… https://t.co/RRB44z2Axc"
1372968752170549252,rm proud tou monstrrmarch rm rmixtape,"RM WE ARE SO PROUD OF TOU.
#monstrRMarch
#RMixtape_6주년_축하해 
#넌_RM냥_너를해줘 
#RMixtape
#6YearsOfRMixtape… https://t.co/p066Z2FnbP"
1370042375377088514,thank much seokjin masterpiece jin seokjin bts twt,"RT @sweetksjj: @joocnie thank you so much seokjin for this masterpiece 💙

#100DaysWithAbyss #JIN #진 #SEOKJIN #김석진 #BTS #방탄소년단진 @BTS_twt"
1362208697775255552,yumbo creates high concept music combines sound rough around edges never,Yumbo creates high concept music and combines it with a sound that is so rough around the edges that it never feels… https://t.co/nOS5h3TdDY
1372971841145438209,rm proud rm rm twt,"@SU6ARAP RM WE ARE SO PROUD OF YOU
#RMixtape_6주년_축하해 #넌_RM냥_너를해줘 #6YearsOfRMixtape #6YearsWithDoYou #4YearsWithChange #RM @BTS_twt"
1362187988436942849,bylac pink area joke lang blinks,"#BYLAC pink in your area

Joke lang blinks 😅✌🏼"
1372963894961045513,hello anonymous worker cia happens justin bieber,"@carobaesucks Hello, there. I am an anonymous worker for the CIA who just so happens to be Justin Bieber’s great-gr… https://t.co/UsGfiKgbPb"
1370042325380997121,thank much seokjin masterpiece jin seokjin bts twt,"RT @sweetksjj: @hlgwthnmu thank you so much seokjin for this masterpiece 💙

#100DaysWithAbyss #JIN #진 #SEOKJIN #김석진 #BTS #방탄소년단진 @BTS_twt"
1372622060049076234,hate say think whedon justiceleague better least moved,Hate to say it but I think Whedon’s #JusticeLeague is better. At least it moved and had more life.… https://t.co/qUBi7LFlhG
1372967373968314369,rm proud remedy rm rmixtape,"RT @namjoon2902: RM WE ARE SO PROUD OF YOU

#RMixtape_6주년_축하해 
#우리의_ReMedy_너의_목소리
#너의_음악이_들린지_6년
#넌_RM냥_너를해줘 
#RMixtape
#6YearsOfRMixtape
#…"
1362237642625138689,people businesscentral motivation startuplife digitalmarketing enterpreneur entertainment,More people #businesscentral  #motivation #startuplife #digitalmarketing  #enterpreneur  #entertainment https://t.co/0VjMNNWGzC
1372971770869903362,rm proud rm rm twt,"@iF0RGUK RM WE ARE SO PROUD OF YOU
#RMixtape_6주년_축하해 #넌_RM냥_너를해줘 #6YearsOfRMixtape #6YearsWithDoYou #4YearsWithChange #RM @BTS_twt"
1362167453950730240,coming one prepared iuofficial iu bylac,RT @aiyussiii: @soompi @IUmushimushi IU5 IS COMING AND NO ONE IS PREPARED!!!!!!!!!!!! @_IUofficial #IU #아이유 #BYLAC 🤯🤯🤯🤯🤯🤯🤯🤯 https://t.co/k3…
